题目,错误率,正确率,总尝试次数,正确次数,错误次数
fold_1/House_039.png,1.0,0.0,28,0,28
fold_3/circle_023.png,0.9642857142857143,0.0357142857142857,28,1,27
fold_3/Rectangle_023.png,0.9642857142857143,0.0357142857142857,28,1,27
fold_3/Rectangle_001.png,0.9285714285714286,0.0714285714285714,28,2,26
fold_1/House_035.png,0.9285714285714286,0.0714285714285714,28,2,26
fold_1/circle_033.png,0.9285714285714286,0.0714285714285714,28,2,26
fold_1/Hexagon_027.png,0.9285714285714286,0.0714285714285714,28,2,26
fold_3/House_040.png,0.9285714285714286,0.0714285714285714,28,2,26
fold_1/Hexagon_017.png,0.9285714285714286,0.0714285714285714,28,2,26
fold_1/square_038.png,0.9285714285714286,0.0714285714285714,28,2,26
fold_2/circle_034.png,0.9285714285714286,0.0714285714285714,28,2,26
fold_3/House_018.png,0.9285714285714286,0.0714285714285714,28,2,26
fold_3/House_034.png,0.9285714285714286,0.0714285714285714,28,2,26
fold_1/Hexagon_003.png,0.9285714285714286,0.0714285714285714,28,2,26
fold_3/Rectangle_040.png,0.9285714285714286,0.0714285714285714,28,2,26
fold_3/House_035.png,0.8928571428571429,0.1071428571428571,28,3,25
fold_1/Hexagon_024.png,0.8928571428571429,0.1071428571428571,28,3,25
fold_3/Rectangle_020.png,0.8928571428571429,0.1071428571428571,28,3,25
fold_1/Hexagon_013.png,0.8928571428571429,0.1071428571428571,28,3,25
fold_3/Hexagon_019.png,0.8928571428571429,0.1071428571428571,28,3,25
fold_3/Hexagon_030.png,0.8928571428571429,0.1071428571428571,28,3,25
fold_3/Hexagon_038.png,0.8928571428571429,0.1071428571428571,28,3,25
fold_1/Hexagon_006.png,0.8928571428571429,0.1071428571428571,28,3,25
fold_2/Rectangle_023.png,0.8928571428571429,0.1071428571428571,28,3,25
fold_1/square_025.png,0.8928571428571429,0.1071428571428571,28,3,25
fold_3/circle_001.png,0.8928571428571429,0.1071428571428571,28,3,25
fold_3/Rectangle_038.png,0.8928571428571429,0.1071428571428571,28,3,25
fold_3/circle_026.png,0.8928571428571429,0.1071428571428571,28,3,25
fold_1/square_005.png,0.8928571428571429,0.1071428571428571,28,3,25
fold_3/House_026.png,0.8928571428571429,0.1071428571428571,28,3,25
fold_2/Rectangle_028.png,0.8928571428571429,0.1071428571428571,28,3,25
fold_3/square_017.png,0.8928571428571429,0.1071428571428571,28,3,25
fold_1/Rectangle_025.png,0.8928571428571429,0.1071428571428571,28,3,25
fold_2/Rectangle_008.png,0.8571428571428571,0.1428571428571429,28,4,24
fold_3/House_014.png,0.8571428571428571,0.1428571428571429,28,4,24
fold_1/House_003.png,0.8571428571428571,0.1428571428571429,28,4,24
fold_1/Hexagon_036.png,0.8571428571428571,0.1428571428571429,28,4,24
fold_1/square_029.png,0.8571428571428571,0.1428571428571429,28,4,24
fold_1/Hexagon_031.png,0.8571428571428571,0.1428571428571429,28,4,24
fold_2/Hexagon_005.png,0.8571428571428571,0.1428571428571429,28,4,24
fold_1/Rectangle_035.png,0.8571428571428571,0.1428571428571429,28,4,24
fold_3/House_025.png,0.8571428571428571,0.1428571428571429,28,4,24
fold_3/House_033.png,0.8571428571428571,0.1428571428571429,28,4,24
fold_3/House_031.png,0.8571428571428571,0.1428571428571429,28,4,24
fold_3/House_028.png,0.8571428571428571,0.1428571428571429,28,4,24
fold_2/House_002.png,0.8571428571428571,0.1428571428571429,28,4,24
fold_2/Hexagon_021.png,0.8571428571428571,0.1428571428571429,28,4,24
fold_3/Rectangle_004.png,0.8571428571428571,0.1428571428571429,28,4,24
fold_1/circle_028.png,0.8571428571428571,0.1428571428571429,28,4,24
fold_2/square_025.png,0.8571428571428571,0.1428571428571429,28,4,24
fold_1/Rectangle_003.png,0.8571428571428571,0.1428571428571429,28,4,24
fold_1/House_040.png,0.8571428571428571,0.1428571428571429,28,4,24
fold_1/circle_009.png,0.8571428571428571,0.1428571428571429,28,4,24
fold_1/House_037.png,0.8571428571428571,0.1428571428571429,28,4,24
fold_3/circle_022.png,0.8571428571428571,0.1428571428571429,28,4,24
fold_2/square_020.png,0.8571428571428571,0.1428571428571429,28,4,24
fold_3/Hexagon_021.png,0.8571428571428571,0.1428571428571429,28,4,24
fold_1/circle_025.png,0.8571428571428571,0.1428571428571429,28,4,24
fold_1/circle_027.png,0.8571428571428571,0.1428571428571429,28,4,24
fold_1/House_001.png,0.8571428571428571,0.1428571428571429,28,4,24
fold_1/Rectangle_019.png,0.8571428571428571,0.1428571428571429,28,4,24
fold_1/Rectangle_039.png,0.8571428571428571,0.1428571428571429,28,4,24
fold_1/House_025.png,0.8571428571428571,0.1428571428571429,28,4,24
fold_1/circle_036.png,0.8571428571428571,0.1428571428571429,28,4,24
fold_3/Hexagon_006.png,0.8214285714285714,0.1785714285714286,28,5,23
fold_2/square_007.png,0.8214285714285714,0.1785714285714286,28,5,23
fold_1/Rectangle_020.png,0.8214285714285714,0.1785714285714286,28,5,23
fold_3/House_011.png,0.8214285714285714,0.1785714285714286,28,5,23
fold_1/Rectangle_011.png,0.8214285714285714,0.1785714285714286,28,5,23
fold_3/circle_018.png,0.8214285714285714,0.1785714285714286,28,5,23
fold_2/circle_040.png,0.8214285714285714,0.1785714285714286,28,5,23
fold_1/House_006.png,0.8214285714285714,0.1785714285714286,28,5,23
fold_3/circle_019.png,0.8214285714285714,0.1785714285714286,28,5,23
fold_2/square_009.png,0.8214285714285714,0.1785714285714286,28,5,23
fold_1/House_015.png,0.8214285714285714,0.1785714285714286,28,5,23
fold_1/House_034.png,0.8214285714285714,0.1785714285714286,28,5,23
fold_3/Hexagon_032.png,0.8214285714285714,0.1785714285714286,28,5,23
fold_3/House_003.png,0.8214285714285714,0.1785714285714286,28,5,23
fold_1/Rectangle_017.png,0.8214285714285714,0.1785714285714286,28,5,23
fold_2/square_015.png,0.8214285714285714,0.1785714285714286,28,5,23
fold_1/Rectangle_013.png,0.8214285714285714,0.1785714285714286,28,5,23
fold_1/square_040.png,0.8214285714285714,0.1785714285714286,28,5,23
fold_1/Hexagon_039.png,0.8214285714285714,0.1785714285714286,28,5,23
fold_2/circle_023.png,0.8214285714285714,0.1785714285714286,28,5,23
fold_2/Hexagon_037.png,0.8214285714285714,0.1785714285714286,28,5,23
fold_3/square_034.png,0.8214285714285714,0.1785714285714286,28,5,23
fold_2/House_010.png,0.8214285714285714,0.1785714285714286,28,5,23
fold_3/square_012.png,0.8214285714285714,0.1785714285714286,28,5,23
fold_2/House_027.png,0.8214285714285714,0.1785714285714286,28,5,23
fold_1/circle_023.png,0.8214285714285714,0.1785714285714286,28,5,23
fold_1/circle_031.png,0.8214285714285714,0.1785714285714286,28,5,23
fold_1/Hexagon_038.png,0.8214285714285714,0.1785714285714286,28,5,23
fold_3/Rectangle_012.png,0.8214285714285714,0.1785714285714286,28,5,23
fold_1/Hexagon_001.png,0.8214285714285714,0.1785714285714286,28,5,23
fold_1/Hexagon_002.png,0.8214285714285714,0.1785714285714286,28,5,23
fold_3/Rectangle_010.png,0.8214285714285714,0.1785714285714286,28,5,23
fold_2/circle_021.png,0.8214285714285714,0.1785714285714286,28,5,23
fold_1/Hexagon_009.png,0.8214285714285714,0.1785714285714286,28,5,23
fold_2/circle_026.png,0.8214285714285714,0.1785714285714286,28,5,23
fold_2/circle_003.png,0.8214285714285714,0.1785714285714286,28,5,23
fold_1/Rectangle_029.png,0.8214285714285714,0.1785714285714286,28,5,23
fold_2/square_031.png,0.8214285714285714,0.1785714285714286,28,5,23
fold_2/Rectangle_011.png,0.8214285714285714,0.1785714285714286,28,5,23
fold_1/Hexagon_021.png,0.8214285714285714,0.1785714285714286,28,5,23
fold_2/Rectangle_004.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_2/Rectangle_017.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_1/square_019.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_2/square_028.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_1/square_028.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_2/House_009.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_1/Rectangle_028.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_2/House_013.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_2/House_022.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_1/square_026.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_1/square_010.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_1/Rectangle_024.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_1/Rectangle_038.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_2/House_034.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_1/square_004.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_1/Rectangle_031.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_1/square_003.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_2/House_037.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_2/Rectangle_002.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_2/Rectangle_003.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_2/Rectangle_021.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_1/Rectangle_008.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_1/square_006.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_2/House_021.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_1/Rectangle_005.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_2/circle_032.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_1/Hexagon_008.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_3/Rectangle_015.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_3/Rectangle_019.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_2/circle_008.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_1/circle_030.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_3/Rectangle_034.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_1/circle_026.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_3/Rectangle_036.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_1/circle_020.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_3/square_003.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_3/square_007.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_3/square_011.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_1/circle_016.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_3/square_016.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_3/square_018.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_2/circle_020.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_1/circle_010.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_1/circle_008.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_2/circle_018.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_3/square_039.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_1/circle_003.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_3/circle_002.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_1/Hexagon_014.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_1/Hexagon_016.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_1/House_021.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_3/circle_009.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_3/Hexagon_004.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_1/House_029.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_1/square_034.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_3/Hexagon_011.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_1/House_024.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_2/Hexagon_012.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_1/Hexagon_025.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_2/House_001.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_3/House_007.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_1/House_008.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_1/House_007.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_3/House_020.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_1/Hexagon_033.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_1/Hexagon_032.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_1/Hexagon_030.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_1/Hexagon_026.png,0.7857142857142857,0.2142857142857143,28,6,22
fold_2/Hexagon_006.png,0.75,0.25,28,7,21
fold_2/Hexagon_019.png,0.75,0.25,28,7,21
fold_2/Hexagon_029.png,0.75,0.25,28,7,21
fold_2/Hexagon_016.png,0.75,0.25,28,7,21
fold_2/Hexagon_031.png,0.75,0.25,28,7,21
fold_2/circle_015.png,0.75,0.25,28,7,21
fold_2/Hexagon_014.png,0.75,0.25,28,7,21
fold_2/Hexagon_007.png,0.75,0.25,28,7,21
fold_3/Hexagon_007.png,0.75,0.25,28,7,21
fold_2/House_003.png,0.75,0.25,28,7,21
fold_3/Hexagon_031.png,0.75,0.25,28,7,21
fold_3/square_037.png,0.75,0.25,28,7,21
fold_3/square_028.png,0.75,0.25,28,7,21
fold_3/square_023.png,0.75,0.25,28,7,21
fold_3/Rectangle_029.png,0.75,0.25,28,7,21
fold_3/Rectangle_025.png,0.75,0.25,28,7,21
fold_3/Rectangle_003.png,0.75,0.25,28,7,21
fold_3/Rectangle_002.png,0.75,0.25,28,7,21
fold_3/House_039.png,0.75,0.25,28,7,21
fold_3/House_022.png,0.75,0.25,28,7,21
fold_3/House_012.png,0.75,0.25,28,7,21
fold_3/House_008.png,0.75,0.25,28,7,21
fold_3/House_001.png,0.75,0.25,28,7,21
fold_3/Hexagon_040.png,0.75,0.25,28,7,21
fold_3/Hexagon_022.png,0.75,0.25,28,7,21
fold_2/House_005.png,0.75,0.25,28,7,21
fold_3/Hexagon_018.png,0.75,0.25,28,7,21
fold_3/Hexagon_014.png,0.75,0.25,28,7,21
fold_2/circle_013.png,0.75,0.25,28,7,21
fold_3/circle_038.png,0.75,0.25,28,7,21
fold_2/square_010.png,0.75,0.25,28,7,21
fold_2/square_005.png,0.75,0.25,28,7,21
fold_2/square_003.png,0.75,0.25,28,7,21
fold_2/Rectangle_033.png,0.75,0.25,28,7,21
fold_2/Rectangle_027.png,0.75,0.25,28,7,21
fold_2/House_030.png,0.75,0.25,28,7,21
fold_2/House_025.png,0.75,0.25,28,7,21
fold_2/House_014.png,0.75,0.25,28,7,21
fold_2/House_012.png,0.75,0.25,28,7,21
fold_2/circle_014.png,0.75,0.25,28,7,21
fold_3/square_040.png,0.75,0.25,28,7,21
fold_2/circle_012.png,0.75,0.25,28,7,21
fold_1/Rectangle_040.png,0.75,0.25,28,7,21
fold_1/square_035.png,0.75,0.25,28,7,21
fold_1/circle_037.png,0.75,0.25,28,7,21
fold_1/square_027.png,0.75,0.25,28,7,21
fold_1/circle_039.png,0.75,0.25,28,7,21
fold_1/square_015.png,0.75,0.25,28,7,21
fold_1/Hexagon_018.png,0.75,0.25,28,7,21
fold_1/square_008.png,0.75,0.25,28,7,21
fold_1/Hexagon_040.png,0.75,0.25,28,7,21
fold_1/circle_018.png,0.75,0.25,28,7,21
fold_1/House_014.png,0.75,0.25,28,7,21
fold_1/House_017.png,0.75,0.25,28,7,21
fold_1/House_022.png,0.75,0.25,28,7,21
fold_1/House_030.png,0.75,0.25,28,7,21
fold_1/Rectangle_001.png,0.75,0.25,28,7,21
fold_2/circle_011.png,0.75,0.25,28,7,21
fold_1/Rectangle_004.png,0.75,0.25,28,7,21
fold_1/circle_022.png,0.75,0.25,28,7,21
fold_1/Hexagon_028.png,0.75,0.25,28,7,21
fold_1/circle_007.png,0.75,0.25,28,7,21
fold_2/House_039.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_3/House_036.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_1/Rectangle_023.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_1/square_011.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_3/Hexagon_024.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_2/Rectangle_035.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_2/Rectangle_036.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_1/circle_002.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_2/circle_009.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_2/Rectangle_039.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_2/House_016.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_1/House_023.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_1/House_028.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_1/Hexagon_012.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_1/Hexagon_007.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_3/Hexagon_012.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_1/square_017.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_2/House_008.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_2/House_006.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_2/Rectangle_015.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_3/Rectangle_008.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_1/square_009.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_3/Hexagon_025.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_3/square_021.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_2/House_032.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_2/Rectangle_016.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_3/House_005.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_1/Rectangle_034.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_3/House_006.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_1/House_005.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_1/House_002.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_2/Rectangle_006.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_2/circle_006.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_3/Hexagon_037.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_3/Hexagon_033.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_2/Rectangle_024.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_2/Rectangle_025.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_2/circle_035.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_3/square_025.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_3/House_017.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_1/Rectangle_027.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_1/Hexagon_035.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_3/House_023.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_1/Rectangle_026.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_3/Rectangle_011.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_1/House_010.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_2/Hexagon_026.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_3/Hexagon_005.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_3/circle_031.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_1/circle_013.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_1/square_030.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_1/square_039.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_3/circle_027.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_3/circle_024.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_1/square_032.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_2/square_022.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_1/square_037.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_2/Hexagon_015.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_1/square_036.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_2/square_032.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_3/square_015.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_1/House_038.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_1/circle_024.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_3/square_035.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_2/Hexagon_032.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_3/Rectangle_016.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_2/Hexagon_002.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_3/circle_032.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_2/Hexagon_028.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_3/square_014.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_2/Hexagon_038.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_2/circle_036.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_1/square_024.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_3/circle_008.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_2/circle_037.png,0.7142857142857143,0.2857142857142857,28,8,20
fold_3/circle_039.png,0.7142857142857143,0.2857142857142857,28,8,20
